business_id,name,address,city,state,postal,lat,lon,categories,opening_hours,0star,1star,2star,3star,4star,5star,totalreview,negative_count,neutral_count,positive_count,sentiment_score,avg_star_rating
0PDe8TxXHoROxpu-jH8e6A,Pennsylvania 6,114 S 12th St,Philadelphia,PA,19107,39.9497992,-75.1604137,"Restaurants, American (New), Live/Raw Food","{'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",0,9,9,16,71,51,156,18,16,122,0.667,3.94
0PKmbkXjL58J2h-k29bamg,Pizza Cones,"500 Main St, Ste C",Safety Harbor,FL,34695,27.9906337,-82.6925174,"Salad, Pizza, Ice Cream & Frozen Yogurt, Beverage Store, Vegetarian, Fast Food, Food, Restaurants","{'Monday': '8:0-12:0', 'Tuesday': '9:0-22:0', 'Wednesday': '10:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:30', 'Saturday': '8:0-12:0', 'Sunday': '10:0-20:0'}",0,2,0,2,7,22,33,2,2,29,0.818,4.42
0PTuPOOXkmoP0s5STUBY1w,Chez Ben,401 Chestnut St,Philadelphia,PA,19106,39.9490604639,-75.147732608,"Breakfast & Brunch, Bars, Wine Bars, Brasseries, French, Restaurants, Nightlife, Coffee & Tea, Food","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",0,1,1,7,0,6,15,2,7,6,0.267,3.6
0Pep8pzP43ySBMrSR-lNWw,Britt’s Bakehouse,137 W Jefferson Ave,Kirkwood,MO,63122,38.5825641,-90.4079162,"Cupcakes, Gluten-Free, Bakeries, Restaurants, Food, Custom Cakes","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-15:0'}",0,1,0,0,0,17,18,1,0,17,0.889,4.78
0PkCShlrhrJTajj6XsMOVQ,D'Arcy's Meat Market,"205 Carnegie Drive, Suite 118",Saint Albert,AB,T8N 5B2,53.6369808,-113.5750806,"Specialty Food, Food, Meat Shops, Event Planning & Services, Butcher, Caterers","{'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-17:30'}",0,1,0,0,0,3,4,1,0,3,0.5,4.0
0PuMW9UIcnrpBUx8HemzPA,La Shish Taouk Express,10352 82 Avenue,Edmonton,AB,T6E 1Z8,53.5181412,-113.496888,"Middle Eastern, Ethnic Food, Arabic, Mediterranean, Specialty Food, Food, Lebanese, Restaurants, Barbeque","{'Monday': '9:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-4:0', 'Saturday': '11:0-4:0', 'Sunday': '11:0-2:0'}",0,2,1,0,0,7,10,3,0,7,0.4,3.9
0PxMeIT6Tj1MH2jip5spMw,Dunkin',30 Richboro Newtown Rd,Newtown,PA,18940,40.227958,-74.940861,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food, Donuts","{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '5:0-20:0', 'Sunday': '5:0-20:0'}",0,4,2,6,1,1,14,6,6,2,-0.286,2.5
0Q11c6T3ydBung7Sjex5yA,Wawa,1824 Marlton Pk East,Cherry Hill,NJ,08003,39.9065103037,-74.9741900522,"Gas Stations, Convenience Stores, Sandwiches, Food, Restaurants, Automotive, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,0,1,2,1,2,6,1,2,3,0.333,3.67
0Q1pnzJf6ucmixSQF194NQ,Menchies Genie Place,"440 Sam Ridley Pkwy, Ste 120",Smyrna,TN,37167,35.9845349484,-86.5522670746,"Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",0,3,0,3,3,5,14,3,3,8,0.357,3.5
0Q6P0JK_8HwJbeI0jTt2Fw,QuikTrip,10230 E Golf Links Rd,Tucson,AZ,85730,32.1911336736,-110.7737084838,"American (New), Automotive, Gas Stations, Food, Convenience Stores, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,0,0,0,1,2,3,0,0,3,1.0,4.67
0QKdimej8VlFkE-rUosx4A,Royal Street Deli,801 Royal St,New Orleans,LA,70116,29.9589985,-90.0640184,"Cajun/Creole, Delis, Restaurants, Sandwiches, Grocery, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0'}",0,2,3,3,14,15,37,5,3,29,0.649,4.0
0QN7BRMEeN_jOk3cunjauQ,ALDI,6601 Gravois Ave,St. Louis,MO,63116,38.5729357,-90.2826015,"Grocery, Shopping, Specialty Food, Meat Shops, Food, Fruits & Veggies, Discount Store, Beer, Wine & Spirits, Organic Stores","{'Monday': '0:0-0:0', 'Tuesday': '8:30-20:0', 'Wednesday': '9:0-20:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",0,1,0,2,0,4,7,1,2,4,0.429,3.86
0Q_A1mtkXkovpuqgyT1BtA,Taqueria Rosita,2793 E Valencia Rd,Tucson,AZ,85706,32.134218,-110.9302738,"Food Trucks, Food","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",0,0,0,0,3,20,23,0,0,23,1.0,4.87
0Qea74cLG3aZNCWC5L_6jA,Bebe's Barbecue,1017 S 9th St,Philadelphia,PA,19147,39.9371811,-75.158225,"Restaurants, Food, Barbeque","{'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '10:0-16:0'}",0,1,0,0,3,12,16,1,0,15,0.875,4.56
0R2yKDNMUztQwgo8pG4z-Q,Triumph Brewing Company,117 Chestnut St,Philadelphia,PA,19106,39.948506,-75.143475,"Restaurants, Breweries, Music Venues, Nightlife, American (New), Food, Arts & Entertainment","{'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-2:0', 'Saturday': '14:0-2:0', 'Sunday': '14:0-23:0'}",0,4,14,27,60,35,140,18,27,95,0.55,3.77
0R3SRPEYpqoUi3kq5ZsELw,SuVege,615 S Trooper Rd,Audubon,PA,19403,40.1284831,-75.4049252,"Asian Fusion, Food, Ramen, Juice Bars & Smoothies, Vegetarian, Fast Food, Japanese, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",0,0,1,1,1,16,19,1,1,17,0.842,4.68
0RI2smA-v-pGZPmq1jc6wg,Subway,308 3rd St S,St Petersburg,FL,33701,27.7683752608,-82.6357920248,"Sandwiches, Fast Food, Restaurants","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",0,5,1,1,4,4,15,6,1,8,0.133,3.07
0RLHBKEktSRh9bAwQWn5Dg,Cori's Seafood Grill,1431 49th St S,Gulfport,FL,33707,27.756157,-82.700031,"Food, Desserts, American (Traditional), Sandwiches, Seafood, American (New), Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-18:0'}",0,3,1,1,2,11,18,4,1,13,0.5,3.94
0RSws84Im4CsZ-W9biXv2g,Rio Brazilan Steak Truck,3400 Market St,Philadelphia,PA,19104,39.9557436343,-75.1909215376,"Food, Event Planning & Services, Barbeque, Caterers, Restaurants, Steakhouses, Food Trucks","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0'}",0,0,0,0,1,4,5,0,0,5,1.0,4.8
0RcD7PpjWTMcN86NwzgBag,ShopRite of Oregon Ave,24th St & W Oregon Ave,Philadelphia,PA,19145,39.9196979,-75.1883816,"Food, Bagels, Bakeries, Shopping, Grocery, Local Flavor","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",0,10,8,8,3,1,30,18,8,4,-0.467,2.23
0RjPyWFWbU9ASePhyfoWwQ,ALDI,3865 Gravois Ave,St. Louis,MO,63116,38.5931776349,-90.2509905268,"Meat Shops, Organic Stores, Discount Store, Fruits & Veggies, Specialty Food, Shopping, Food, Grocery, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '8:30-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '8:30-20:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",0,0,0,1,0,2,3,0,1,2,0.667,4.33
0Rk2BNQoU06zx4BvEn3YsA,Gordon's Ice Cream Parlor,2902 E 10th St,Indianapolis,IN,46201,39.7814624,-86.1148586,"Food, Local Flavor, Ice Cream & Frozen Yogurt","{'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}",0,1,0,0,3,3,7,1,0,6,0.714,4.0
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,"1150 Coast Village Rd, Ste E",Santa Barbara,CA,93108,34.4214078817,-119.64647306,"Restaurants, Food, French, Coffee & Tea, Bakeries, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-12:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",0,9,11,17,54,258,349,20,17,312,0.837,4.55
0S3TvsmbCeOZ9UitnpRd1A,Dim Sum House,1930 Chestnut St,Philadelphia,PA,19103,39.9518328,-75.173394,"Shanghainese, Tapas Bars, Cantonese, Seafood, Dim Sum, Chinese, Asian Fusion, Restaurants, Tapas/Small Plates, Szechuan","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",0,21,18,28,92,128,287,39,28,220,0.631,4.0
0S5nk5wxqUoXNGZ0_DryXw,Bienvenue,467 Hickory Ave,Harahan,LA,70123,29.9432428,-90.1977059,"Restaurants, Seafood, Cajun/Creole, American (Traditional), Breakfast & Brunch, American (New), Nightlife, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-14:0', 'Friday': '4:0-21:0', 'Saturday': '16:0-21:0'}",0,6,5,7,14,48,80,11,7,62,0.638,4.16
0SCF_drbRr0aekQD-jZ3IQ,Carrabba's Italian Grill,102 Painters Crossing Shopping Mall,West Chester,PA,19382,39.8832574,-75.5491862,"Restaurants, Italian, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:30'}",0,13,5,10,14,20,62,18,10,34,0.258,3.37
0SDdm3Xn4f_lRcmfxeEzwA,Pizza Hut,3801 Nameoki Rd,Granite City,IL,62040,38.730065,-90.125146,"Chicken Wings, Italian, Fast Food, Restaurants, Pizza","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-22:0'}",0,4,2,0,1,1,8,6,0,2,-0.5,2.13
0SJMPt0F32MxPYWN2mLiCw,Tarpon Springs Distillery,605 N Pinellas Ave,Tarpon Springs,FL,34689,28.1521402,-82.7569425,"Distilleries, Food","{'Monday': '0:0-0:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-17:0'}",0,1,0,0,0,10,11,1,0,10,0.818,4.64
0STgV5tcgTBuolimDEMhDQ,Twinz Big City Hot Dogs,5707 W Waters Ave,Tampa,FL,33634,28.0257222,-82.5422971,"Fast Food, Burgers, Hot Dogs, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:59', 'Saturday': '11:0-23:59', 'Sunday': '11:0-21:0'}",0,0,1,0,2,2,5,1,0,4,0.6,4.0
0SaiZcvG5vLJjfS42oyH9A,Piazza's Bakery,20 Penn Valley Rd,Levittown,PA,19054,40.1714584,-74.8333959,"Food, Bakeries, Restaurants, Donuts","{'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-17:0'}",0,1,3,0,1,10,15,4,0,11,0.467,4.07
0SiqQbw2815-Jk0jN6jEBw,Pizza Hut,903 N Illinois Rte 3,Waterloo,IL,62298,38.3578147,-90.1538878657,"Pizza, Restaurants, Italian, Fast Food, Chicken Wings","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-22:0'}",0,2,0,0,2,0,4,2,0,2,0.0,2.5
0Sm2vdDInZoTnWLYyRM46Q,Chick-fil-A,4125 Lemay Ferry Rd,St. Louis,MO,63129,38.5048318492,-90.3283271601,"Event Planning & Services, Caterers, Fast Food, Restaurants, Chicken Shop","{'Monday': '0:0-0:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '6:0-16:0'}",0,5,2,1,3,9,20,7,1,12,0.25,3.45
0StbKjld9f8GbeDRy0fS0A,Big Ez Seafood & Wings,"2245 Manhattan Blvd, Ste 105",Harvey,LA,70058,29.880853,-90.051247,"Seafood, Southern, Restaurants, Cajun/Creole","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-19:0'}",0,6,2,4,3,13,28,8,4,16,0.286,3.54
0TNu_MOiizGa_75jqSaAvA,Taco Bell,3200 South Broad St,Hamilton,NJ,08610,40.1887552441,-74.7040618283,"Tex-Mex, Breakfast & Brunch, Restaurants, Fast Food, Mexican, Tacos","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-3:0', 'Saturday': '7:0-3:0', 'Sunday': '7:0-2:0'}",0,4,2,1,0,3,10,6,1,3,-0.3,2.6
0TPVRleoFUf769bCkh5Jgw,Deer Creek Coffee,12 The Blvd,Richmond Heights,MO,63117,38.6349353,-90.3449259,"Coffee & Tea, Food, Breakfast & Brunch, Caterers, Restaurants, Event Planning & Services, Cafes","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-15:0'}",0,9,5,2,1,27,44,14,2,28,0.318,3.73
0TRot0XZXjzrWLWPn9ycmg,Starbucks,7350 US Hwy 19 N,Pinellas Park,FL,33781,27.838101,-82.683492,"Coffee & Tea, Food","{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",0,14,9,8,7,4,42,23,8,11,-0.286,2.48
0TwZfZHis6e4o6sBogUJVQ,Jupiter Donuts Of Largo,"13002 Seminole Blvd, Ste 7",Largo,FL,33778,27.8917884,-82.7878394,"Bakeries, Restaurants, Donuts, Food, Bagels, Sandwiches, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '6:0-13:0', 'Wednesday': '6:0-13:0', 'Thursday': '6:0-11:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '6:0-13:0'}",0,8,4,10,19,180,221,12,10,199,0.846,4.62
0U9lMTfd1wtf2fkLOTaPyw,Twisted Kitchen,808 Bethlehem Pike,Hatfield,PA,19440,40.2810285,-75.2623067,"American (Traditional), Sandwiches, Restaurants, Food, Coffee & Tea, Breakfast & Brunch","{'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '10:0-15:0'}",0,1,1,0,1,2,5,2,0,3,0.2,3.4
0UHIyeodBEMYV0-JmRiVLw,What's For Lunch,5221 87 Street NW,Edmonton,AB,T6E 5L5,53.4895999,-113.4565676,"Restaurants, Sandwiches, Soup, Food, Desserts","{'Monday': '9:30-15:0', 'Tuesday': '9:30-15:0', 'Wednesday': '9:30-15:0', 'Thursday': '9:30-15:0', 'Friday': '9:30-15:0'}",0,0,0,0,2,5,7,0,0,7,1.0,4.71
0UVx40zcIeh6wb_I4-QzfQ,Yummy's,2914 Beach Blvd S,Gulfport,FL,33707,27.7406927,-82.7075196,"Sandwiches, Restaurants, Hot Dogs, Ice Cream & Frozen Yogurt, Desserts, Cafes, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0'}",0,1,1,2,2,6,12,2,2,8,0.5,3.92
0UWnywCQg-8eHVkvhl5QYg,Moot's Kitchen,2501 Mt Holly Rd,Burlington,NJ,08016,40.0406236,-74.8256109,"Juice Bars & Smoothies, Restaurants, Food, Sandwiches, Burgers, Vegetarian","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-18:0'}",0,0,0,1,1,3,5,0,1,4,0.8,4.4
0UYn-R_LF-V0KSlYFRi3PA,McDonald's,8214 N Florida Ave,Tampa,FL,33604,28.0230845836,-82.4598678946,"Coffee & Tea, Food, Restaurants, Burgers, Fast Food","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-1:0', 'Saturday': '5:0-1:0', 'Sunday': '5:0-0:0'}",0,15,1,0,0,2,18,16,0,2,-0.778,1.5
0U_OKGqqh4Zso95bevQqFQ,Hardee's,1436 Robinson Rd,Old Hickory,TN,37138,36.2562093804,-86.6551776675,"Fast Food, Restaurants, American (Traditional), Breakfast & Brunch, Burgers","{'Monday': '5:30-20:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '6:30-20:0'}",0,6,3,0,3,3,15,9,0,6,-0.2,2.6
0UqeZTDBdV0uY3wesbLvYQ,ampm,1701 Victorian Ave,Sparks,NV,89431,39.5349471,-119.7656985,"Convenience Stores, Food, Automotive, Gas Stations","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,0,0,0,0,2,2,0,0,2,1.0,5.0
0Uzd-S_1oiXBo15bthaqdA,KFC,1436 Jeffco Blvd,Arnold,MO,63010,38.4337882764,-90.375794,"Restaurants, Fast Food, Chicken Wings, Chicken Shop","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",0,1,0,1,3,1,6,1,1,4,0.5,3.5
0VEvpPyoISq6g00UY_FEgw,La Vecindad Ice Cream and Snacks,9506 Lackland Rd,Overland,MO,63114,38.7003756612,-90.366090199,"Food, Ice Cream & Frozen Yogurt","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '14:0-21:0'}",0,0,0,0,2,2,4,0,0,4,1.0,4.5
0VObIROMCA3EeiV0dx9GJQ,CVS Pharmacy,2320 Cunningham Rd,Indianapolis,IN,46224,39.7983,-86.266,"Shopping, Food, Drugstores, Pharmacy, Health & Medical, Convenience Stores","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-18:0'}",0,5,0,0,2,2,9,5,0,4,-0.111,2.56
0VPTpRg_99ZoQyYuf4sntg,Dear Diva Desserts,321 N Main St,Columbia,IL,62236,38.4450265,-90.2027164,"Bakeries, Coffee & Tea, Food, Desserts, Cupcakes","{'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-13:0'}",0,0,0,0,0,11,11,0,0,11,1.0,5.0
0VSWfyUe9o-8rWAHf84syg,Subway,"3 -160, Pad 3 -160",Tucson,AZ,85730,32.1907085774,-110.8573754807,"Sandwiches, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,7,1,0,1,7,16,8,0,8,0.0,3.0
0VZAR9j0T3F8XUAk5rvcTQ,Fazoli's,"6663 Edwardsville Crossing Dr, Ste A",Edwardsville,IL,62025,38.7890288,-89.9537453,"Restaurants, Italian, Fast Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",0,4,4,0,4,2,14,8,0,6,-0.143,2.71
0VbQPOI8LqNpSmW4rcEMdQ,Pizza Hut,1608 Country Club Place Dr.,Saint Charles,MO,63303,38.769645,-90.5211396,"Fast Food, Restaurants, Pizza, Italian, Chicken Wings","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-23:0'}",0,7,2,0,1,1,11,9,0,2,-0.636,1.82
0VfUkgdjP3njHcv3VJWKdw,Walmart,"1000 Easton Rd, Ste 200",Wyncote,PA,19095,40.082217,-75.168488,"Department Stores, Shopping, Drugstores, Shopping Centers, Electronics, Grocery, Food, Discount Store, Fashion, Mobile Phones","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",0,31,6,3,0,0,40,37,3,0,-0.925,1.3
0VlGRVZ2z62KXgZCc7b5Kw,CC's Coffee House,"650 Poydras St, Ste 102",New Orleans,LA,70130,29.949111,-90.070065,"Food, Coffee & Tea","{'Monday': '6:30-17:0', 'Tuesday': '6:30-17:0', 'Wednesday': '6:30-17:0', 'Thursday': '6:30-17:0', 'Friday': '6:30-17:0'}",0,3,1,0,1,6,11,4,0,7,0.273,3.55
0Vlu-fEXfCJnX2JKZG1-CQ,Flying Fish Seafood,2652 S 9th St,Philadelphia,PA,19148,39.9159511,-75.1630839,"Food, Specialty Food, Seafood Markets","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",0,2,0,0,1,6,9,2,0,7,0.556,4.0
0VwadfoaG9dAFVgBSMcYbg,Espressit Coffee House,18 Haddon Ave,Haddon Township,NJ,08108,39.912347,-75.055487,"Restaurants, Wraps, Waffles, Vegetarian, Coffee & Tea, Food, Vegan, Cafes","{'Monday': '6:30-12:0', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30', 'Saturday': '7:0-16:0', 'Sunday': '8:0-16:0'}",0,0,2,3,11,19,35,2,3,30,0.8,4.34
0W6KJNqUDHw9hPhv79WcOA,Ice Spice Cafe,"20304 Trout Creek Dr, Ste 101",Tampa,FL,33647,28.1634002704,-82.354301177,"Restaurants, Food, Indian, Desserts, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",0,0,0,0,2,26,28,0,0,28,1.0,4.93
0WFpcVkqvK1_UuqW041_9w,The Cheese Factory,8943 82 Avenue NW,Edmonton,AB,T6C 0Z4,53.5177065817,-113.4670289301,"American (New), Specialty Food, Restaurants, Food, Cheese Shops, Canadian (New)","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}",0,0,0,0,0,1,1,0,0,1,1.0,5.0
0WJRKvGsX3NdoNdZuDFlWg,Bilal's Garden,1525 Wadsworth Ave,Philadelphia,PA,19150,40.0798800282,-75.1736598462,"Restaurants, Barbeque, Soul Food, Seafood","{'Monday': '11:0-23:15', 'Tuesday': '11:0-23:15', 'Wednesday': '11:0-23:15', 'Thursday': '11:0-11:15', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",0,1,2,2,2,0,7,3,2,2,-0.143,2.71
